uid_archive,date,company_code,company,company_type,company_parent_code,company_parent,company_parent_country,sentiment,prominence,partnership,issue_code1,issue_name1,issue_code2,issue_name2,issue_code3,issue_name3,active_country_code1,active_country1,active_country_code2,active_country2,active_country_code3,active_country3,active_country_code4,active_country4,active_country_code5,active_country5,active_country_code6,active_country6,target_country_code1,target_country1,target_country_code2,target_country2,target_country_code3,target_country3,target_country_code4,target_country4,target_country_code5,target_country5,target_country_code6,target_country6,ngo_code1,ngo_name1,ngo_power1,ngo_country_code1,ngo_country1,ngo_code2,ngo_name2,ngo_power2,ngo_country_code2,ngo_country2,ngo_code3,ngo_name3,ngo_power3,ngo_country_code3,ngo_country3,ngo_code4,ngo_name4,ngo_power4,ngo_country_code4,ngo_country4,ngo_code5,ngo_name5,ngo_power5,ngo_country_code5,ngo_country5,country_code_corp,country_corp,corp_industry_sector_code1,corp_industry_sector1,corp_industry_sector_code2,corp_industry_sector2,corp_industry_sector_code3,corp_industry_sector3,isin_corporate_name_official,isin_corporate_name_cleaned,bloomberg_ticker,isin_1,isin_2,isin_3,industry_sector_code1,industry_sector1,industry_sector_code2,industry_sector2,industry_sector_code3,industry_sector3,industry_sector_code4,industry_sector4,report,link1,link2,link3,link4,link5
35193,2010-12-16,618,APP Asia Pulp & Paper,Subsidiary,617,Sinar Mas Group,Indonesia,-1,2,0,3490,Illegal logging,3609.0,Logging - impact on wildlife habitat,,,360,Indonesia,,,,,,,,,,,360,Indonesia,,,,,,,,,,,1283,WWF Indonesia,2.5,360,Indonesia,2676.0,Eyes on the Forest ,1.5,360.0,Indonesia,,,,,,,,,,,,,,,,702,Singapore,1307,Paper,1404.0,Packaging,1293.0,Forestry & Paper,,,,,,,1293.0,Forestry & Paper,1279.0,Agriculture,,,,,"In Indonesia, WWF and Eyes on the Forest (itself a WWF coalition with Wahli / Friends of the Earth Indonesia) claimed companies affiliated to Asia Pulp & Paper/Sinar Mas Group (APP/SMG) are still clearcutting rainforest on Sumatra island, a habitat critical to the survival of the tiger. It claimed the companies obtained government licenses to switch the forest status to industrial timber plantation concessions, sometimes under legally questionable circumstances and are in breach of APP claims that it doesn't clear high-quality forest.<br />See",http://www.wwf.or.id/BTP_report_dec10.pdf ,http://wwf.panda.org/wwf_news/?198012/Pulp-and-Paper-industry-still-damaging-key-tiger-territory-investigation-finds,,,
35188,2010-12-16,220,Panasonic Corporation,Parent,220,Panasonic Corporation,Japan,-1,2,0,3461,Conflict minerals/ethically sourcing metals & part,,,,,840,US,,,,,,,,,,,180,Congo/DRC,,,,,,,,,,,348,Enough,1.5,840,US,,,,,,,,,,,,,,,,,,,,,392,Japan,1320,"Electronics, Telecoms & Digital",,,,,Panasonic Corp,Panasonic ,MATSEL,JP3866800000,,,1311.0,Mining & Metals,1348.0,Metals,1346.0,Healthcare & Pharma,,,"In the U.S., Enough called for more corporate action to stop conflict minerals, notably ores for tin, tantalum, tungsten, and gold from eastern Congo ending up in consumer electronics. In a new report, the NGO ranked electronics companies by name on their progress toward responsible supply chain management and constructive engagement in conflict-free certification. It praised Intel, Motorola, and HP for leading their industry in this area but criticised SanDisk and Toshiba for doing little and Nintendo, Canon, Sharp, and Panasonic for refusing to acknowledge or deal with the problem. Enough also warned the other key end-user industries-auto, jewellery, industrial machinery, medical devices, and aerospace in particular- for failing to get more involved.<br /><em>SIGWatch comment: Enough said it hopes publicity around this report, which it intends to update regularly, will encourage consumers to preference companies that are sourcing responsibly. Our experience is that reports have little impact on consumers but can work on the companies, if followed up with aggressive campaigning. Enough though does not have the resources to do this on its own, but this could change if it ties up with a well known development NGO.</em><br />See",http://www.enoughproject.org/files/publications/corporate_action-1.pdf ,http://www.enoughproject.org/blogs/new-enough-report-asseses-corporate-action-conflict-minerals ,,,
35188,2010-12-16,258,Motorola ,Parent,258,Motorola ,US,1,2,0,3461,Conflict minerals/ethically sourcing metals & part,,,,,840,US,,,,,,,,,,,180,Congo/DRC,,,,,,,,,,,348,Enough,1.5,840,US,,,,,,,,,,,,,,,,,,,,,840,US,1320,"Electronics, Telecoms & Digital",,,,,Motorola Solutions Inc,Motorola Solutions ,MSI,US6200763075,,,1311.0,Mining & Metals,1348.0,Metals,1346.0,Healthcare & Pharma,,,"In the U.S., Enough called for more corporate action to stop conflict minerals, notably ores for tin, tantalum, tungsten, and gold from eastern Congo ending up in consumer electronics. In a new report, the NGO ranked electronics companies by name on their progress toward responsible supply chain management and constructive engagement in conflict-free certification. It praised Intel, Motorola, and HP for leading their industry in this area but criticised SanDisk and Toshiba for doing little and Nintendo, Canon, Sharp, and Panasonic for refusing to acknowledge or deal with the problem. Enough also warned the other key end-user industries-auto, jewellery, industrial machinery, medical devices, and aerospace in particular- for failing to get more involved.<br /><em>SIGWatch comment: Enough said it hopes publicity around this report, which it intends to update regularly, will encourage consumers to preference companies that are sourcing responsibly. Our experience is that reports have little impact on consumers but can work on the companies, if followed up with aggressive campaigning. Enough though does not have the resources to do this on its own, but this could change if it ties up with a well known development NGO.</em><br />See",http://www.enoughproject.org/files/publications/corporate_action-1.pdf ,http://www.enoughproject.org/blogs/new-enough-report-asseses-corporate-action-conflict-minerals ,,,
35188,2010-12-16,596,Hewlett-Packard (HP),Parent,596,Hewlett-Packard (HP),US,1,2,0,3461,Conflict minerals/ethically sourcing metals & part,,,,,840,US,,,,,,,,,,,180,Congo/DRC,,,,,,,,,,,348,Enough,1.5,840,US,,,,,,,,,,,,,,,,,,,,,840,US,1320,"Electronics, Telecoms & Digital",1342.0,Marketing,,,Hewlett-Packard Co,Hewlett-Packard ,HPQ,US4282361033,,,1311.0,Mining & Metals,1348.0,Metals,1346.0,Healthcare & Pharma,,,"In the U.S., Enough called for more corporate action to stop conflict minerals, notably ores for tin, tantalum, tungsten, and gold from eastern Congo ending up in consumer electronics. In a new report, the NGO ranked electronics companies by name on their progress toward responsible supply chain management and constructive engagement in conflict-free certification. It praised Intel, Motorola, and HP for leading their industry in this area but criticised SanDisk and Toshiba for doing little and Nintendo, Canon, Sharp, and Panasonic for refusing to acknowledge or deal with the problem. Enough also warned the other key end-user industries-auto, jewellery, industrial machinery, medical devices, and aerospace in particular- for failing to get more involved.<br /><em>SIGWatch comment: Enough said it hopes publicity around this report, which it intends to update regularly, will encourage consumers to preference companies that are sourcing responsibly. Our experience is that reports have little impact on consumers but can work on the companies, if followed up with aggressive campaigning. Enough though does not have the resources to do this on its own, but this could change if it ties up with a well known development NGO.</em><br />See",http://www.enoughproject.org/files/publications/corporate_action-1.pdf ,http://www.enoughproject.org/blogs/new-enough-report-asseses-corporate-action-conflict-minerals ,,,
35188,2010-12-16,1083,Toshiba Corporation,Parent,1083,Toshiba Corporation,Japan,-1,2,0,3461,Conflict minerals/ethically sourcing metals & part,,,,,840,US,,,,,,,,,,,180,Congo/DRC,,,,,,,,,,,348,Enough,1.5,840,US,,,,,,,,,,,,,,,,,,,,,392,Japan,1320,"Electronics, Telecoms & Digital",,,,,Toshiba Corp,Toshiba ,TOSH,JP3592200004,,,1311.0,Mining & Metals,1348.0,Metals,1346.0,Healthcare & Pharma,,,"In the U.S., Enough called for more corporate action to stop conflict minerals, notably ores for tin, tantalum, tungsten, and gold from eastern Congo ending up in consumer electronics. In a new report, the NGO ranked electronics companies by name on their progress toward responsible supply chain management and constructive engagement in conflict-free certification. It praised Intel, Motorola, and HP for leading their industry in this area but criticised SanDisk and Toshiba for doing little and Nintendo, Canon, Sharp, and Panasonic for refusing to acknowledge or deal with the problem. Enough also warned the other key end-user industries-auto, jewellery, industrial machinery, medical devices, and aerospace in particular- for failing to get more involved.<br /><em>SIGWatch comment: Enough said it hopes publicity around this report, which it intends to update regularly, will encourage consumers to preference companies that are sourcing responsibly. Our experience is that reports have little impact on consumers but can work on the companies, if followed up with aggressive campaigning. Enough though does not have the resources to do this on its own, but this could change if it ties up with a well known development NGO.</em><br />See",http://www.enoughproject.org/files/publications/corporate_action-1.pdf ,http://www.enoughproject.org/blogs/new-enough-report-asseses-corporate-action-conflict-minerals ,,,
35188,2010-12-16,1084,Canon Inc.,Parent,1084,Canon Inc.,Japan,-1,2,0,3461,Conflict minerals/ethically sourcing metals & part,,,,,840,US,,,,,,,,,,,180,Congo/DRC,,,,,,,,,,,348,Enough,1.5,840,US,,,,,,,,,,,,,,,,,,,,,392,Japan,1320,"Electronics, Telecoms & Digital",,,,,Canon Inc,Canon ,CANNY,JP3242800005,,,1311.0,Mining & Metals,1348.0,Metals,1346.0,Healthcare & Pharma,,,"In the U.S., Enough called for more corporate action to stop conflict minerals, notably ores for tin, tantalum, tungsten, and gold from eastern Congo ending up in consumer electronics. In a new report, the NGO ranked electronics companies by name on their progress toward responsible supply chain management and constructive engagement in conflict-free certification. It praised Intel, Motorola, and HP for leading their industry in this area but criticised SanDisk and Toshiba for doing little and Nintendo, Canon, Sharp, and Panasonic for refusing to acknowledge or deal with the problem. Enough also warned the other key end-user industries-auto, jewellery, industrial machinery, medical devices, and aerospace in particular- for failing to get more involved.<br /><em>SIGWatch comment: Enough said it hopes publicity around this report, which it intends to update regularly, will encourage consumers to preference companies that are sourcing responsibly. Our experience is that reports have little impact on consumers but can work on the companies, if followed up with aggressive campaigning. Enough though does not have the resources to do this on its own, but this could change if it ties up with a well known development NGO.</em><br />See",http://www.enoughproject.org/files/publications/corporate_action-1.pdf ,http://www.enoughproject.org/blogs/new-enough-report-asseses-corporate-action-conflict-minerals ,,,
35188,2010-12-16,1359,Intel Corporation,Parent,1359,Intel Corporation,US,1,2,0,3461,Conflict minerals/ethically sourcing metals & part,,,,,840,US,,,,,,,,,,,180,Congo/DRC,,,,,,,,,,,348,Enough,1.5,840,US,,,,,,,,,,,,,,,,,,,,,840,US,1320,"Electronics, Telecoms & Digital",,,,,Intel Corp,Intel ,INTC,US4581401001,,,1311.0,Mining & Metals,1348.0,Metals,1346.0,Healthcare & Pharma,,,"In the U.S., Enough called for more corporate action to stop conflict minerals, notably ores for tin, tantalum, tungsten, and gold from eastern Congo ending up in consumer electronics. In a new report, the NGO ranked electronics companies by name on their progress toward responsible supply chain management and constructive engagement in conflict-free certification. It praised Intel, Motorola, and HP for leading their industry in this area but criticised SanDisk and Toshiba for doing little and Nintendo, Canon, Sharp, and Panasonic for refusing to acknowledge or deal with the problem. Enough also warned the other key end-user industries-auto, jewellery, industrial machinery, medical devices, and aerospace in particular- for failing to get more involved.<br /><em>SIGWatch comment: Enough said it hopes publicity around this report, which it intends to update regularly, will encourage consumers to preference companies that are sourcing responsibly. Our experience is that reports have little impact on consumers but can work on the companies, if followed up with aggressive campaigning. Enough though does not have the resources to do this on its own, but this could change if it ties up with a well known development NGO.</em><br />See",http://www.enoughproject.org/files/publications/corporate_action-1.pdf ,http://www.enoughproject.org/blogs/new-enough-report-asseses-corporate-action-conflict-minerals ,,,
35188,2010-12-16,1360,SanDisk,Parent,1360,SanDisk,US,-1,2,0,3461,Conflict minerals/ethically sourcing metals & part,,,,,840,US,,,,,,,,,,,180,Congo/DRC,,,,,,,,,,,348,Enough,1.5,840,US,,,,,,,,,,,,,,,,,,,,,840,US,1320,"Electronics, Telecoms & Digital",,,,,SanDisk Corp,SanDisk ,SNDK,US80004C1018,,,1311.0,Mining & Metals,1348.0,Metals,1346.0,Healthcare & Pharma,,,"In the U.S., Enough called for more corporate action to stop conflict minerals, notably ores for tin, tantalum, tungsten, and gold from eastern Congo ending up in consumer electronics. In a new report, the NGO ranked electronics companies by name on their progress toward responsible supply chain management and constructive engagement in conflict-free certification. It praised Intel, Motorola, and HP for leading their industry in this area but criticised SanDisk and Toshiba for doing little and Nintendo, Canon, Sharp, and Panasonic for refusing to acknowledge or deal with the problem. Enough also warned the other key end-user industries-auto, jewellery, industrial machinery, medical devices, and aerospace in particular- for failing to get more involved.<br /><em>SIGWatch comment: Enough said it hopes publicity around this report, which it intends to update regularly, will encourage consumers to preference companies that are sourcing responsibly. Our experience is that reports have little impact on consumers but can work on the companies, if followed up with aggressive campaigning. Enough though does not have the resources to do this on its own, but this could change if it ties up with a well known development NGO.</em><br />See",http://www.enoughproject.org/files/publications/corporate_action-1.pdf ,http://www.enoughproject.org/blogs/new-enough-report-asseses-corporate-action-conflict-minerals ,,,
35188,2010-12-16,1362,Nintendo,Parent,1362,Nintendo,Japan,-1,2,0,3461,Conflict minerals/ethically sourcing metals & part,,,,,840,US,,,,,,,,,,,180,Congo/DRC,,,,,,,,,,,348,Enough,1.5,840,US,,,,,,,,,,,,,,,,,,,,,392,Japan,1320,"Electronics, Telecoms & Digital",,,,,Nintendo Co Ltd,Nintendo ,,JP3756600007,,,1311.0,Mining & Metals,1348.0,Metals,1346.0,Healthcare & Pharma,,,"In the U.S., Enough called for more corporate action to stop conflict minerals, notably ores for tin, tantalum, tungsten, and gold from eastern Congo ending up in consumer electronics. In a new report, the NGO ranked electronics companies by name on their progress toward responsible supply chain management and constructive engagement in conflict-free certification. It praised Intel, Motorola, and HP for leading their industry in this area but criticised SanDisk and Toshiba for doing little and Nintendo, Canon, Sharp, and Panasonic for refusing to acknowledge or deal with the problem. Enough also warned the other key end-user industries-auto, jewellery, industrial machinery, medical devices, and aerospace in particular- for failing to get more involved.<br /><em>SIGWatch comment: Enough said it hopes publicity around this report, which it intends to update regularly, will encourage consumers to preference companies that are sourcing responsibly. Our experience is that reports have little impact on consumers but can work on the companies, if followed up with aggressive campaigning. Enough though does not have the resources to do this on its own, but this could change if it ties up with a well known development NGO.</em><br />See",http://www.enoughproject.org/files/publications/corporate_action-1.pdf ,http://www.enoughproject.org/blogs/new-enough-report-asseses-corporate-action-conflict-minerals ,,,
35186,2010-12-16,513,Home Depot,Parent,513,Home Depot,US,-2,2,0,3351,Old growth / rainforest logging,3877.0,Clearcutting of forest,,,124,Canada,,,,,,,,,,,124,Canada,,,,,,,,,,,473,Greenpeace Canada,2.5,124,Canada,,,,,,,,,,,,,,,,,,,,,840,US,1322,Retail,,,,,Home Depot Inc,Home Depot ,HD,US4370761029,,,1293.0,Forestry & Paper,,,,,,,"In Canada, Greenpeace published its 2010 Boreal Marketplace review of the performance of 23 major forest-products customers on their commitments and concrete actions to protect the Boreal Forest and endangered woodland caribou. The review praised Axel Springer, Cascades, Indigo Books, Kimberly-Clark, Office Depot and RONA but condemned Best Buy, Harlequin, Home Depot, Sears and Toys R Us.<br />See",http://www.greenpeace.org/canada/Global/canada/report/2010/12/company-ranking-2010.pdf,http://www.greenpeace.org/canada/en/recent/grands-acheteurs-foret/,,,
35186,2010-12-16,550,Axel Springer AG,Parent,550,Axel Springer AG,Germany,1,2,0,3351,Old growth / rainforest logging,3877.0,Clearcutting of forest,,,124,Canada,,,,,,,,,,,124,Canada,,,,,,,,,,,473,Greenpeace Canada,2.5,124,Canada,,,,,,,,,,,,,,,,,,,,,276,Germany,1347,Media,,,,,Axel Springer AG,Axel Springer ,,DE0005501357,,,1293.0,Forestry & Paper,,,,,,,"In Canada, Greenpeace published its 2010 Boreal Marketplace review of the performance of 23 major forest-products customers on their commitments and concrete actions to protect the Boreal Forest and endangered woodland caribou. The review praised Axel Springer, Cascades, Indigo Books, Kimberly-Clark, Office Depot and RONA but condemned Best Buy, Harlequin, Home Depot, Sears and Toys R Us.<br />See",http://www.greenpeace.org/canada/Global/canada/report/2010/12/company-ranking-2010.pdf,http://www.greenpeace.org/canada/en/recent/grands-acheteurs-foret/,,,
35186,2010-12-16,790,Sears,Subsidiary,789,Sears,US,-2,2,0,3351,Old growth / rainforest logging,3877.0,Clearcutting of forest,,,124,Canada,,,,,,,,,,,124,Canada,,,,,,,,,,,473,Greenpeace Canada,2.5,124,Canada,,,,,,,,,,,,,,,,,,,,,840,US,1299,Cosmetics & Beauty,1320.0,"Electronics, Telecoms & Digital",1352.0,Fashion,Sears Holdings Corp,Sears  ,SHLD,US8123501061,,,1293.0,Forestry & Paper,,,,,,,"In Canada, Greenpeace published its 2010 Boreal Marketplace review of the performance of 23 major forest-products customers on their commitments and concrete actions to protect the Boreal Forest and endangered woodland caribou. The review praised Axel Springer, Cascades, Indigo Books, Kimberly-Clark, Office Depot and RONA but condemned Best Buy, Harlequin, Home Depot, Sears and Toys R Us.<br />See",http://www.greenpeace.org/canada/Global/canada/report/2010/12/company-ranking-2010.pdf,http://www.greenpeace.org/canada/en/recent/grands-acheteurs-foret/,,,
35186,2010-12-16,1095,Office Depot,Parent,1095,Office Depot,US,1,2,0,3351,Old growth / rainforest logging,3877.0,Clearcutting of forest,,,124,Canada,,,,,,,,,,,124,Canada,,,,,,,,,,,473,Greenpeace Canada,2.5,124,Canada,,,,,,,,,,,,,,,,,,,,,840,US,1322,Retail,,,,,,,,,,,1293.0,Forestry & Paper,,,,,,,"In Canada, Greenpeace published its 2010 Boreal Marketplace review of the performance of 23 major forest-products customers on their commitments and concrete actions to protect the Boreal Forest and endangered woodland caribou. The review praised Axel Springer, Cascades, Indigo Books, Kimberly-Clark, Office Depot and RONA but condemned Best Buy, Harlequin, Home Depot, Sears and Toys R Us.<br />See",http://www.greenpeace.org/canada/Global/canada/report/2010/12/company-ranking-2010.pdf,http://www.greenpeace.org/canada/en/recent/grands-acheteurs-foret/,,,
35186,2010-12-16,1596,Cascades Inc.,Parent,1596,Cascades Inc.,Canada,1,2,0,3351,Old growth / rainforest logging,3877.0,Clearcutting of forest,,,124,Canada,,,,,,,,,,,124,Canada,,,,,,,,,,,473,Greenpeace Canada,2.5,124,Canada,,,,,,,,,,,,,,,,,,,,,124,Canada,1307,Paper,1322.0,Retail,1404.0,Packaging,Cascades Inc,Cascades ,CASCN,CA1469001053,,,1293.0,Forestry & Paper,,,,,,,"In Canada, Greenpeace published its 2010 Boreal Marketplace review of the performance of 23 major forest-products customers on their commitments and concrete actions to protect the Boreal Forest and endangered woodland caribou. The review praised Axel Springer, Cascades, Indigo Books, Kimberly-Clark, Office Depot and RONA but condemned Best Buy, Harlequin, Home Depot, Sears and Toys R Us.<br />See",http://www.greenpeace.org/canada/Global/canada/report/2010/12/company-ranking-2010.pdf,http://www.greenpeace.org/canada/en/recent/grands-acheteurs-foret/,,,
35186,2010-12-16,1597,Indigo Books & Music Inc. ,Parent,1597,Indigo Books & Music Inc. ,Canada,1,2,0,3351,Old growth / rainforest logging,3877.0,Clearcutting of forest,,,124,Canada,,,,,,,,,,,124,Canada,,,,,,,,,,,473,Greenpeace Canada,2.5,124,Canada,,,,,,,,,,,,,,,,,,,,,124,Canada,1307,Paper,1322.0,Retail,,,,,,,,,1293.0,Forestry & Paper,,,,,,,"In Canada, Greenpeace published its 2010 Boreal Marketplace review of the performance of 23 major forest-products customers on their commitments and concrete actions to protect the Boreal Forest and endangered woodland caribou. The review praised Axel Springer, Cascades, Indigo Books, Kimberly-Clark, Office Depot and RONA but condemned Best Buy, Harlequin, Home Depot, Sears and Toys R Us.<br />See",http://www.greenpeace.org/canada/Global/canada/report/2010/12/company-ranking-2010.pdf,http://www.greenpeace.org/canada/en/recent/grands-acheteurs-foret/,,,
35186,2010-12-16,1598,Kimberly-Clark,Parent,1598,Kimberly-Clark,US,1,2,0,3351,Old growth / rainforest logging,3877.0,Clearcutting of forest,,,124,Canada,,,,,,,,,,,124,Canada,,,,,,,,,,,473,Greenpeace Canada,2.5,124,Canada,,,,,,,,,,,,,,,,,,,,,840,US,1307,Paper,1322.0,Retail,,,Kimberly-Clark Corp,Kimberly-Clark ,KMB,US4943681035,,,1293.0,Forestry & Paper,,,,,,,"In Canada, Greenpeace published its 2010 Boreal Marketplace review of the performance of 23 major forest-products customers on their commitments and concrete actions to protect the Boreal Forest and endangered woodland caribou. The review praised Axel Springer, Cascades, Indigo Books, Kimberly-Clark, Office Depot and RONA but condemned Best Buy, Harlequin, Home Depot, Sears and Toys R Us.<br />See",http://www.greenpeace.org/canada/Global/canada/report/2010/12/company-ranking-2010.pdf,http://www.greenpeace.org/canada/en/recent/grands-acheteurs-foret/,,,
35186,2010-12-16,1600,RONA,Parent,1600,RONA,Canada,1,2,0,3351,Old growth / rainforest logging,3877.0,Clearcutting of forest,,,124,Canada,,,,,,,,,,,124,Canada,,,,,,,,,,,473,Greenpeace Canada,2.5,124,Canada,,,,,,,,,,,,,,,,,,,,,124,Canada,1322,Retail,1428.0,Household hardware,,,RONA Inc,RONA ,RONCN,CA7762491040,,,1293.0,Forestry & Paper,,,,,,,"In Canada, Greenpeace published its 2010 Boreal Marketplace review of the performance of 23 major forest-products customers on their commitments and concrete actions to protect the Boreal Forest and endangered woodland caribou. The review praised Axel Springer, Cascades, Indigo Books, Kimberly-Clark, Office Depot and RONA but condemned Best Buy, Harlequin, Home Depot, Sears and Toys R Us.<br />See",http://www.greenpeace.org/canada/Global/canada/report/2010/12/company-ranking-2010.pdf,http://www.greenpeace.org/canada/en/recent/grands-acheteurs-foret/,,,
35186,2010-12-16,1602,Best Buy Co.,Parent,1602,Best Buy Co.,US,-2,2,0,3351,Old growth / rainforest logging,3877.0,Clearcutting of forest,,,124,Canada,,,,,,,,,,,124,Canada,,,,,,,,,,,473,Greenpeace Canada,2.5,124,Canada,,,,,,,,,,,,,,,,,,,,,840,US,1320,"Electronics, Telecoms & Digital",1322.0,Retail,,,Best Buy Co Inc,Best Buy ,BBY,US0865161014,,,1293.0,Forestry & Paper,,,,,,,"In Canada, Greenpeace published its 2010 Boreal Marketplace review of the performance of 23 major forest-products customers on their commitments and concrete actions to protect the Boreal Forest and endangered woodland caribou. The review praised Axel Springer, Cascades, Indigo Books, Kimberly-Clark, Office Depot and RONA but condemned Best Buy, Harlequin, Home Depot, Sears and Toys R Us.<br />See",http://www.greenpeace.org/canada/Global/canada/report/2010/12/company-ranking-2010.pdf,http://www.greenpeace.org/canada/en/recent/grands-acheteurs-foret/,,,
35186,2010-12-16,1603,Toys R Us,Parent,1603,Toys R Us,US,-2,2,0,3351,Old growth / rainforest logging,3877.0,Clearcutting of forest,,,124,Canada,,,,,,,,,,,124,Canada,,,,,,,,,,,473,Greenpeace Canada,2.5,124,Canada,,,,,,,,,,,,,,,,,,,,,840,US,1355,Toys & children's products,1322.0,Retail,,,,,,,,,1293.0,Forestry & Paper,,,,,,,"In Canada, Greenpeace published its 2010 Boreal Marketplace review of the performance of 23 major forest-products customers on their commitments and concrete actions to protect the Boreal Forest and endangered woodland caribou. The review praised Axel Springer, Cascades, Indigo Books, Kimberly-Clark, Office Depot and RONA but condemned Best Buy, Harlequin, Home Depot, Sears and Toys R Us.<br />See",http://www.greenpeace.org/canada/Global/canada/report/2010/12/company-ranking-2010.pdf,http://www.greenpeace.org/canada/en/recent/grands-acheteurs-foret/,,,
35185,2010-12-16,7,BP,Parent,7,BP,UK,-1,2,0,3293,Oil and gas drilling offshore ,3310.0,"Financial institutions & carbon, divestment",,,840,US,,,,,,,,,,,840,US,,,,,,,,,,,213,Ceres/INCR,2.0,840,US,,,,,,,,,,,,,,,,,,,,,826,UK,1286,Chemicals,1315.0,Energy,1297.0,Biofuels,BP PLC,BP  ,BPLN,GB0007980591,US0556221044,,1327.0,Oil,1326.0,Gas,1323.0,,,,"In the U.S., Investor Network on Climate Risk (INCR) called on the Securities and Exchange Commission to require oil companies to disclose material financial risks they face from offshore oil drilling projects. It also asked the national commission investigating the Gulf of Mexico oil spill to recommend development of new disclosure guidance from the SEC. It said the responses received to letters sent to 27 major oil and gas companies after the Gulf spill showed that voluntary disclosure, while helpful, cannot produce the type of consistent disclosure of material risks that investors need.<br />See",http://www.ceres.org/Page.aspx?pid=1315 ,http://www.ceres.org/Document.Doc?id=653,,,
35185,2010-12-16,629,Deepwater Horizon,Project,628,Transocean Ltd.,Switzerland,-1,2,0,3293,Oil and gas drilling offshore ,3310.0,"Financial institutions & carbon, divestment",,,840,US,,,,,,,,,,,840,US,,,,,,,,,,,213,Ceres/INCR,2.0,840,US,,,,,,,,,,,,,,,,,,,,,584,Marshall Islands,1327,Oil,,,,,Transocean Ltd,Transocean ,RIG,CH0048265513,,,1327.0,Oil,1326.0,Gas,1323.0,,,,"In the U.S., Investor Network on Climate Risk (INCR) called on the Securities and Exchange Commission to require oil companies to disclose material financial risks they face from offshore oil drilling projects. It also asked the national commission investigating the Gulf of Mexico oil spill to recommend development of new disclosure guidance from the SEC. It said the responses received to letters sent to 27 major oil and gas companies after the Gulf spill showed that voluntary disclosure, while helpful, cannot produce the type of consistent disclosure of material risks that investors need.<br />See",http://www.ceres.org/Page.aspx?pid=1315 ,http://www.ceres.org/Document.Doc?id=653,,,
35183,2010-12-15,60,ExxonMobil,Parent,60,ExxonMobil,US,-2,2,0,3295,Refineries and pollution,,,,,840,US,,,,,,,,,,,840,US,,,,,,,,,,,1618,Environment Texas ,1.0,840,US,830.0,Sierra Club U.S.A.,1.5,840.0,US,,,,,,,,,,,,,,,,840,US,1327,Oil,1326.0,Gas,1311.0,Mining & Metals,Exxon Mobil Corp,Exxon Mobil ,XOM,US30231G1022,,,1327.0,Oil,1326.0,Gas,1323.0,,,, from incidents reported by Baytown to regulators.</em><br />See,http://www.environmenttexas.org/newsroom/clean-air-news/clean-air-news/environment-texas-and-sierra-club-sue-exxonmobil-to-stop-illegal-air-emissions-at-baytown-refinery-complex,,,,
35182,2010-12-15,1350,Frontier Renewable Resources,Parent,1350,Frontier Renewable Resources,US,-1,2,0,3972,Cellulosic ethanol,,,,,840,US,,,,,,,,,,,840,US,,,,,,,,,,,830,Sierra Club U.S.A.,1.5,840,US,,,,,,,,,,,,,,,,,,,,,840,US,1315,Energy,1332.0,Renewable energy,,,,,,,,,1297.0,Biofuels,1315.0,Energy,1293.0,Forestry & Paper,,,"In the U.S., Sierra Club sued to overturn an air quality permit issued by Michigan regulators to Frontier Renewable Resources' planned cellulosic ethanol plant in Kinross. Sierra Club said the permit wrongly treated the plant as a minor polluter.<br /><em>SIGWatch comment: Sierra Club's real objection is that the plant will use an energy-intensive process powered by natural gas and use wood from large areas of forest. The NGO claims the ethanol will emit more CO2 than the gasoline it replaces.</em><br />See",http://www.bloomberg.com/news/2010-12-15/lawsuit-opposes-permit-for-michigan-ethanol-plant.html,,,,
35173,2010-12-15,180,Eni,Parent,180,Eni,Italy,-1,2,0,3262,"Carbon trading, cap and trade",,,,,826,UK,,,,,,,,,,,380,Italy,,,,,,,,,,,1494,Sandbag Campaign,1.0,826,UK,,,,,,,,,,,,,,,,,,,,,380,Italy,1327,Oil,1326.0,Gas,,,Eni SpA,Eni ,ENIIM,IT0003132476,,,1336.0,Finance,1315.0,Energy,,,,," Italian companies from reducing their emissions in the EU Emissions Trading Scheme (ETS). It said that in addition, Italian companies in the ETS will have to spend a further &euro;500 million in private funds outsourcing their carbon reductions overseas rather than investing at home.<br />See",http://www.sandbag.org.uk/site_media/pdfs/reports/Sandbag_2010-12_carbo_diem_en.pdf ,http://www.sandbag.org.uk/blog/2010/dec/14/italys-wasted-kyoto-billions/,,,
35173,2010-12-15,240,E.ON AG,Parent,240,E.ON AG,Germany,-1,2,0,3262,"Carbon trading, cap and trade",,,,,826,UK,,,,,,,,,,,380,Italy,,,,,,,,,,,1494,Sandbag Campaign,1.0,826,UK,,,,,,,,,,,,,,,,,,,,,276,Germany,1326,Gas,1315.0,Energy,1332.0,Renewable energy,E.ON SE,E.ON ,EOANGR,DE000ENAG999,,,1336.0,Finance,1315.0,Energy,,,,," Italian companies from reducing their emissions in the EU Emissions Trading Scheme (ETS). It said that in addition, Italian companies in the ETS will have to spend a further &euro;500 million in private funds outsourcing their carbon reductions overseas rather than investing at home.<br />See",http://www.sandbag.org.uk/site_media/pdfs/reports/Sandbag_2010-12_carbo_diem_en.pdf ,http://www.sandbag.org.uk/blog/2010/dec/14/italys-wasted-kyoto-billions/,,,
